GEOID,checkpoint_year,poverty,income,child_population,income_definition
5007080,2023,5.4,120469.0,646.0,"median family income, families with own children under 18 (B19125_002E)"
5007170,2023,5.2,,58.0,"median family income, families with own children under 18 (B19125_002E)"
5007200,2023,0.0,,41.0,"median family income, families with own children under 18 (B19125_002E)"
5007260,2023,5.9,92188.0,354.0,"median family income, families with own children under 18 (B19125_002E)"
5007470,2023,6.9,143524.0,3746.0,"median family income, families with own children under 18 (B19125_002E)"
5007500,2023,0.0,151071.0,277.0,"median family income, families with own children under 18 (B19125_002E)"
5007530,2023,19.8,75114.0,1460.0,"median family income, families with own children under 18 (B19125_002E)"
5007650,2023,24.4,62950.0,1595.0,"median family income, families with own children under 18 (B19125_002E)"
5007680,2023,0.0,89375.0,202.0,"median family income, families with own children under 18 (B19125_002E)"
5007830,2023,0.0,118675.0,305.0,"median family income, families with own children under 18 (B19125_002E)"
5007860,2023,0.0,121458.0,142.0,"median family income, families with own children under 18 (B19125_002E)"
5008010,2023,5.5,147109.0,483.0,"median family income, families with own children under 18 (B19125_002E)"
5008224,2023,23.9,81731.0,466.0,"median family income, families with own children under 18 (B19125_002E)"
5008225,2023,17.8,68878.0,635.0,"median family income, families with own children under 18 (B19125_002E)"
5008242,2023,10.2,106563.0,502.0,"median family income, families with own children under 18 (B19125_002E)"
5008310,2023,0.0,92188.0,360.0,"median family income, families with own children under 18 (B19125_002E)"
5008700,2023,4.4,115956.0,510.0,"median family income, families with own children under 18 (B19125_002E)"
5009330,2023,0.0,115341.0,165.0,"median family income, families with own children under 18 (B19125_002E)"
5009360,2023,27.4,105382.0,1292.0,"median family income, families with own children under 18 (B19125_002E)"
5009390,2023,5.7,60714.0,341.0,"median family income, families with own children under 18 (B19125_002E)"
5102220,2023,15.4,135071.0,526.0,"median family income, families with own children under 18 (B19125_002E)"
5100022,2023,0.0,83750.0,155.0,"median family income, families with own children under 18 (B19125_002E)"
5100023,2023,8.5,80068.0,1503.0,"median family income, families with own children under 18 (B19125_002E)"
5100036,2023,7.5,125699.0,15724.0,"median family income, families with own children under 18 (B19125_002E)"
5100060,2023,23.0,59340.0,6924.0,"median family income, families with own children under 18 (B19125_002E)"
5100090,2023,7.5,132609.0,22432.0,"median family income, families with own children under 18 (B19125_002E)"
5100120,2023,13.1,125658.0,28712.0,"median family income, families with own children under 18 (B19125_002E)"
5100152,2023,20.8,67634.0,4025.0,"median family income, families with own children under 18 (B19125_002E)"
5100180,2023,17.6,81875.0,2769.0,"median family income, families with own children under 18 (B19125_002E)"
5100210,2023,12.9,93142.0,6255.0,"median family income, families with own children under 18 (B19125_002E)"
5100240,2023,19.3,82396.0,3591.0,"median family income, families with own children under 18 (B19125_002E)"
5100270,2023,7.6,215885.0,42754.0,"median family income, families with own children under 18 (B19125_002E)"
5100300,2023,12.5,91565.0,14527.0,"median family income, families with own children under 18 (B19125_002E)"
5100330,2023,26.6,41366.0,707.0,"median family income, families with own children under 18 (B19125_002E)"
5100360,2023,9.4,95813.0,15735.0,"median family income, families with own children under 18 (B19125_002E)"
5100390,2023,19.4,62000.0,879.0,"median family income, families with own children under 18 (B19125_002E)"
5100420,2023,5.2,111894.0,6355.0,"median family income, families with own children under 18 (B19125_002E)"
5100450,2023,24.5,42111.0,3433.0,"median family income, families with own children under 18 (B19125_002E)"
5100480,2023,25.6,37500.0,2479.0,"median family income, families with own children under 18 (B19125_002E)"
5100510,2023,34.1,49094.0,3392.0,"median family income, families with own children under 18 (B19125_002E)"
5100540,2023,21.2,91250.0,3060.0,"median family income, families with own children under 18 (B19125_002E)"
5100560,2023,33.0,59021.0,1421.0,"median family income, families with own children under 18 (B19125_002E)"
5100600,2023,12.0,76286.0,10884.0,"median family income, families with own children under 18 (B19125_002E)"
5100660,2023,17.1,102147.0,7184.0,"median family income, families with own children under 18 (B19125_002E)"
5100690,2023,23.9,75127.0,5207.0,"median family income, families with own children under 18 (B19125_002E)"
5100720,2023,13.7,92734.0,973.0,"median family income, families with own children under 18 (B19125_002E)"
5100750,2023,37.1,60833.0,2585.0,"median family income, families with own children under 18 (B19125_002E)"
5100780,2023,26.3,106773.0,7419.0,"median family income, families with own children under 18 (B19125_002E)"
5100810,2023,11.8,108433.0,61100.0,"median family income, families with own children under 18 (B19125_002E)"
5100840,2023,8.5,120290.0,88521.0,"median family income, families with own children under 18 (B19125_002E)"
5100870,2023,8.8,132404.0,2859.0,"median family income, families with own children under 18 (B19125_002E)"
5100930,2023,38.4,,788.0,"median family income, families with own children under 18 (B19125_002E)"
5100960,2023,13.9,73672.0,4397.0,"median family income, families with own children under 18 (B19125_002E)"
5101020,2023,23.4,68574.0,1223.0,"median family income, families with own children under 18 (B19125_002E)"
5101050,2023,10.2,90990.0,13405.0,"median family income, families with own children under 18 (B19125_002E)"
5101080,2023,3.6,55400.0,1896.0,"median family income, families with own children under 18 (B19125_002E)"
5101110,2023,36.8,40300.0,9439.0,"median family income, families with own children under 18 (B19125_002E)"
5101140,2023,27.4,51406.0,2686.0,"median family income, families with own children under 18 (B19125_002E)"
5101170,2023,12.8,92652.0,5655.0,"median family income, families with own children under 18 (B19125_002E)"
5101190,2023,14.2,48222.0,1522.0,"median family income, families with own children under 18 (B19125_002E)"
5101200,2023,27.1,65240.0,1905.0,"median family income, families with own children under 18 (B19125_002E)"
5101230,2023,8.5,180714.0,5883.0,"median family income, families with own children under 18 (B19125_002E)"
5101260,2023,7.5,184484.0,264791.0,"median family income, families with own children under 18 (B19125_002E)"
5101290,2023,0.9,230781.0,3528.0,"median family income, families with own children under 18 (B19125_002E)"
5101320,2023,7.6,150543.0,17315.0,"median family income, families with own children under 18 (B19125_002E)"
5101350,2023,8.8,83012.0,2885.0,"median family income, families with own children under 18 (B19125_002E)"
5101380,2023,9.4,111073.0,5494.0,"median family income, families with own children under 18 (B19125_002E)"
5101410,2023,24.2,60096.0,2182.0,"median family income, families with own children under 18 (B19125_002E)"
5101440,2023,18.7,86399.0,10371.0,"median family income, families with own children under 18 (B19125_002E)"
5101470,2023,9.0,109318.0,21342.0,"median family income, families with own children under 18 (B19125_002E)"
5101510,2023,30.0,91090.0,6008.0,"median family income, families with own children under 18 (B19125_002E)"
5101560,2023,31.3,49149.0,1632.0,"median family income, families with own children under 18 (B19125_002E)"
5101590,2023,11.0,82697.0,3297.0,"median family income, families with own children under 18 (B19125_002E)"
5101620,2023,10.4,83061.0,7863.0,"median family income, families with own children under 18 (B19125_002E)"
5101650,2023,3.3,144961.0,4245.0,"median family income, families with own children under 18 (B19125_002E)"
5101690,2023,24.2,60607.0,2521.0,"median family income, families with own children under 18 (B19125_002E)"
5101710,2023,17.2,90544.0,4861.0,"median family income, families with own children under 18 (B19125_002E)"
5101740,2023,13.0,52139.0,1841.0,"median family income, families with own children under 18 (B19125_002E)"
5101770,2023,28.7,57329.0,6843.0,"median family income, families with own children under 18 (B19125_002E)"
5101800,2023,20.1,68730.0,29583.0,"median family income, families with own children under 18 (B19125_002E)"
5101830,2023,6.4,138943.0,24258.0,"median family income, families with own children under 18 (B19125_002E)"
5101860,2023,21.1,74743.0,8801.0,"median family income, families with own children under 18 (B19125_002E)"
5101890,2023,12.0,113943.0,74265.0,"median family income, families with own children under 18 (B19125_002E)"
5101920,2023,21.2,65938.0,9789.0,"median family income, families with own children under 18 (B19125_002E)"
5101950,2023,14.8,65938.0,314.0,"median family income, families with own children under 18 (B19125_002E)"
5101980,2023,34.3,41982.0,5858.0,"median family income, families with own children under 18 (B19125_002E)"
5102010,2023,9.7,127107.0,8403.0,"median family income, families with own children under 18 (B19125_002E)"
5102070,2023,43.2,54823.0,1190.0,"median family income, families with own children under 18 (B19125_002E)"
5102100,2023,6.5,131214.0,6615.0,"median family income, families with own children under 18 (B19125_002E)"
5102120,2023,12.3,102555.0,3368.0,"median family income, families with own children under 18 (B19125_002E)"
5102160,2023,21.3,74342.0,1601.0,"median family income, families with own children under 18 (B19125_002E)"
5102190,2023,48.2,53974.0,4038.0,"median family income, families with own children under 18 (B19125_002E)"
5102250,2023,4.1,207507.0,115775.0,"median family income, families with own children under 18 (B19125_002E)"
5102280,2023,13.7,96022.0,7883.0,"median family income, families with own children under 18 (B19125_002E)"
5102310,2023,19.7,70145.0,2355.0,"median family income, families with own children under 18 (B19125_002E)"
5102340,2023,21.2,66577.0,15306.0,"median family income, families with own children under 18 (B19125_002E)"
5102360,2023,10.4,99450.0,11529.0,"median family income, families with own children under 18 (B19125_002E)"
5102370,2023,7.0,100526.0,2792.0,"median family income, families with own children under 18 (B19125_002E)"
5102390,2023,10.7,80801.0,4099.0,"median family income, families with own children under 18 (B19125_002E)"
5102400,2023,25.5,43481.0,3574.0,"median family income, families with own children under 18 (B19125_002E)"
5102430,2023,18.7,95304.0,1329.0,"median family income, families with own children under 18 (B19125_002E)"
5102460,2023,23.8,60964.0,5633.0,"median family income, families with own children under 18 (B19125_002E)"
