GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
4807530,2024,,43.1,"median family income, families with own children under 18 (B19125_002E)"
4807590,2024,203169.0,1.7,"median family income, families with own children under 18 (B19125_002E)"
4807650,2024,67105.0,5.1,"median family income, families with own children under 18 (B19125_002E)"
4807680,2024,68359.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
4807710,2024,48011.0,36.6,"median family income, families with own children under 18 (B19125_002E)"
4807780,2024,174523.0,5.3,"median family income, families with own children under 18 (B19125_002E)"
4807800,2024,37333.0,49.9,"median family income, families with own children under 18 (B19125_002E)"
4807830,2024,45334.0,33.9,"median family income, families with own children under 18 (B19125_002E)"
4807890,2024,158243.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
4807950,2024,54449.0,3.4,"median family income, families with own children under 18 (B19125_002E)"
4807980,2024,41492.0,32.7,"median family income, families with own children under 18 (B19125_002E)"
4808090,2024,127617.0,7.6,"median family income, families with own children under 18 (B19125_002E)"
4808100,2024,152705.0,3.6,"median family income, families with own children under 18 (B19125_002E)"
4808130,2024,68763.0,26.9,"median family income, families with own children under 18 (B19125_002E)"
4808160,2024,45500.0,54.5,"median family income, families with own children under 18 (B19125_002E)"
4808190,2024,104145.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
4808230,2024,105519.0,35.6,"median family income, families with own children under 18 (B19125_002E)"
4808280,2024,94727.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
4808310,2024,91235.0,14.9,"median family income, families with own children under 18 (B19125_002E)"
4808340,2024,102244.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
4808400,2024,48516.0,38.2,"median family income, families with own children under 18 (B19125_002E)"
4808430,2024,58545.0,18.5,"median family income, families with own children under 18 (B19125_002E)"
4808460,2024,64038.0,22.4,"median family income, families with own children under 18 (B19125_002E)"
4808490,2024,80000.0,17.8,"median family income, families with own children under 18 (B19125_002E)"
4808520,2024,130547.0,2.5,"median family income, families with own children under 18 (B19125_002E)"
4808550,2024,81946.0,21.4,"median family income, families with own children under 18 (B19125_002E)"
4808580,2024,89167.0,18.2,"median family income, families with own children under 18 (B19125_002E)"
4808610,2024,78580.0,21.0,"median family income, families with own children under 18 (B19125_002E)"
4808670,2024,187037.0,1.9,"median family income, families with own children under 18 (B19125_002E)"
4808700,2024,70717.0,20.3,"median family income, families with own children under 18 (B19125_002E)"
4808730,2024,122614.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
4808870,2024,81510.0,12.2,"median family income, families with own children under 18 (B19125_002E)"
4808880,2024,85377.0,19.6,"median family income, families with own children under 18 (B19125_002E)"
4808910,2024,120080.0,4.8,"median family income, families with own children under 18 (B19125_002E)"
4808940,2024,141981.0,16.5,"median family income, families with own children under 18 (B19125_002E)"
4809000,2024,94271.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4809030,2024,94615.0,3.9,"median family income, families with own children under 18 (B19125_002E)"
4809060,2024,49053.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
4809090,2024,,31.8,"median family income, families with own children under 18 (B19125_002E)"
4809150,2024,94250.0,11.7,"median family income, families with own children under 18 (B19125_002E)"
4809200,2024,94661.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
4809280,2024,70833.0,8.9,"median family income, families with own children under 18 (B19125_002E)"
4809300,2024,61622.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
4809330,2024,,20.7,"median family income, families with own children under 18 (B19125_002E)"
4809360,2024,90193.0,14.0,"median family income, families with own children under 18 (B19125_002E)"
4809390,2024,78365.0,11.3,"median family income, families with own children under 18 (B19125_002E)"
4809410,2024,83705.0,38.6,"median family income, families with own children under 18 (B19125_002E)"
4809450,2024,140750.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
4809540,2024,109722.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
4809570,2024,91587.0,15.0,"median family income, families with own children under 18 (B19125_002E)"
4809630,2024,64330.0,34.5,"median family income, families with own children under 18 (B19125_002E)"
4809670,2024,62107.0,27.6,"median family income, families with own children under 18 (B19125_002E)"
4809690,2024,137589.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
4809720,2024,71985.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
4809750,2024,71250.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
4809780,2024,105179.0,6.9,"median family income, families with own children under 18 (B19125_002E)"
4809810,2024,105625.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
4809860,2024,110524.0,15.8,"median family income, families with own children under 18 (B19125_002E)"
4809870,2024,,30.5,"median family income, families with own children under 18 (B19125_002E)"
4809980,2024,,2.4,"median family income, families with own children under 18 (B19125_002E)"
4810140,2024,74101.0,11.8,"median family income, families with own children under 18 (B19125_002E)"
4810170,2024,113750.0,25.2,"median family income, families with own children under 18 (B19125_002E)"
4810200,2024,99766.0,17.3,"median family income, families with own children under 18 (B19125_002E)"
4810230,2024,83373.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
4810260,2024,124861.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
4810320,2024,110561.0,5.4,"median family income, families with own children under 18 (B19125_002E)"
4810350,2024,114479.0,12.8,"median family income, families with own children under 18 (B19125_002E)"
4810380,2024,64474.0,50.6,"median family income, families with own children under 18 (B19125_002E)"
4810440,2024,95139.0,7.1,"median family income, families with own children under 18 (B19125_002E)"
4810470,2024,62321.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
4810500,2024,53901.0,26.4,"median family income, families with own children under 18 (B19125_002E)"
4810590,2024,120417.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
4810620,2024,131378.0,2.9,"median family income, families with own children under 18 (B19125_002E)"
4810650,2024,100417.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
4810710,2024,163684.0,4.6,"median family income, families with own children under 18 (B19125_002E)"
4810740,2024,,57.7,"median family income, families with own children under 18 (B19125_002E)"
4810780,2024,66786.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
4810800,2024,76378.0,22.2,"median family income, families with own children under 18 (B19125_002E)"
4810830,2024,71905.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
4810860,2024,65208.0,7.2,"median family income, families with own children under 18 (B19125_002E)"
4810890,2024,108134.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
4810910,2024,99141.0,7.8,"median family income, families with own children under 18 (B19125_002E)"
4810950,2024,59250.0,12.3,"median family income, families with own children under 18 (B19125_002E)"
4810990,2024,93480.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
4811010,2024,105000.0,12.7,"median family income, families with own children under 18 (B19125_002E)"
4811040,2024,,,"median family income, families with own children under 18 (B19125_002E)"
4811070,2024,,1.7,"median family income, families with own children under 18 (B19125_002E)"
4811110,2024,85227.0,14.2,"median family income, families with own children under 18 (B19125_002E)"
4811190,2024,79523.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
4811220,2024,57880.0,21.7,"median family income, families with own children under 18 (B19125_002E)"
4811250,2024,84167.0,21.8,"median family income, families with own children under 18 (B19125_002E)"
4811280,2024,97013.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
4811310,2024,100348.0,6.7,"median family income, families with own children under 18 (B19125_002E)"
